platform,app_name,rating,review,sentiment,weight
Play Store,KlikDokter: Jaga Sehatmu,1,"Gatau kenapa dokter ngga ngerespond sama sekali, uang hilang sudah",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Belum bisa kasi komentar krn aplikasi ini blm sy coba, Bermanfaat atau tdk. Tims",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Kenapa yaa tidak bisa login padahal saya sudah memasukan e mail dan juga no telepon yang saya gunakan, tapi katanya terjadi kesalahan mohon di koreksi",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Admin gimana ini saya udah bayar 50rbu buat live chat tapi gaada respon malah waktunya habis! Saya ngerasa di rugiin tau gitu sy mending ke dokternya langsung dari pada pake aplikasi ini!!!! Tolong dong katanya 24jam kalo emang dokternya ga bisa jawab karna lg sibuk ya jangan di tulis ket tersedia. Saya minta niat baiknya kaya gimana karna 50rbu buat saya gak sedikit! Saya tunggu Gimana kelanjutannya!!!jujur Say kecewa,NEGATIVE,COMPLEX
Play Store,KlikDokter: Jaga Sehatmu,1,Saat sy install aplikasi ini tidak lebih dahulu membaca ulasan sehingga kejadian yang sama menimpa saya. Sudah bayar lunas sampai 2x di chat premium tapi dokternya sampai waktu habis sama sekali tidak merespon.,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Mau konsultasi online tapi setiap diklik nggak pernah muncul, setelah di-update malah membingungkan",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Udah bayar utk live chat, tapi nga ada respon. Ga usah install app ini deh ya FYI for All",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,2 orang dokter tidak ada yg merespon,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Pertanyaannya yg gratis gk di jawab sepenuhnya ujung2 nya menawarkan obat,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,Saya ketipu setiap bln uang sy d rek. Berkurang... Mengatas namakan alodokter katanya sy dpt yang cash 1 jt.. Nyata nya stlh sy kasih no rek. Sy malah ketipu... Klo alodokter punya etika baik tlg d cabut asuransi dgn nama nunik dwi wahyu suprapti.. Trimakasih.,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Dokter saya punya keluhan pinggang sakit,jika berdiri kedua kaki kesemutan,kencing berbuih dan bahu .ini tanda apa ya Dok bgm cara ngatasi",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya sudah membayar lunas untuk biaya konsultasi, namun saat saya mengirim pesan di live chat premium, tidak satupun dibalas. Saya sudah ajukan complain, semoga ditindaklanjuti",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,aplikasinya sangat bagus tpi sistem pembayaranya harus paje dana sedang andaikan via pulsa lebih mudah,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Aplikasi aneh, mau melakukan pembayaran knp gak bisa terus",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Alodokter saya wanita 45 th,saya pasca oprasi saya meempunyai keluha d rahim",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Udah chat live sama dokter ketika kepencet tombol keluar gabisa masuk live chat lagi.? Dan ketika di ketik dengan dokter yang sama malah di harus kan melakukan pembayaran kembali.? Mohon diperbaiki.,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Belum ada,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Mohon penjelasan kepala saya habis kejedud udah agak lama hampir 6bln tapi sekarang sering sakit dok mohon beri resep obatnya,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,boleh tau jadwal chat regulernya pak?????,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Udh bayar chat nya gk di bales, klo bisa share ganbar disini aku upload nih screen shot chat nya",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Jangan pake yg gratisan lama diresponnya,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Jeleekkkkk,,, jangan di download",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya sudah melakukan pembayaran via ovo untuk chat dokter premium,, di ovo sudah berhasil namun di aplikasi klikdokter pembayaran belum ada, sampai saldo ovo habis,, gimana sih,, mohon penjelasannya,, knpa tidak terkoneksi dengan baikk, sngat sangat kecewa,, untuk laporan teknis juga tidak ada tindak lanjut sama skali, gak ada costumer care, lantas harus gimana!!!",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kt nya gratis malah disrun byar dlu,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Katanya gratis 24 jam, saya chat yang reguler dari semalam sampe sekarang tidak ada jadwal mulu.",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Ada tulisan RP 25000 katanya gratis,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Sy baru si aplikasi ini, sy audah bayar dan chat panjang lebar tp tidak di gubris smpai waktu habis. Gmna dong?",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,kok skrg jd jlek ya ...respon lmbat dan berbyr lgi,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Katanya aplikasi konsultasi gratis tapi kok di suruh bayar..,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kenapa makin ke sini makin jelek ya aplikasi ini.sudah berbayar dan lebih parahnya waktu itu saya sudah bayar tapi dokternya tdk ada sama sekali responnya.saya di anggurin selama 30 menit sampai habis waktunya ,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,om orang sakit terpapar COVID-19 itu berbahaya apalagi sampai virus corona masuk ke rumah warga bahaya nanti semua warga meninggal dunia akibat pandemi COVID-19 pandemi COVID-19 belum berkahir hingga tahun 2022 berbahaya bagi kesehatan warga semua|| cuci tangan dengan sabun jaga jarak dan jaga kesehatan JANGAN SAMPAI TERTULAR VIRUS CORONA virus corona belum berkahir hingga tahun 5 juli 2022 | om jawab dong Mas lasimun terpapar COVID-19 di rumah sakit GATOT SUBROTO JAKARTA,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Chat regular blm d bls udh main d akhiri aj. Jgn kn regular. Udah bayar ja g ad blsan dr dokter smpe durasi hbs. Aplikasi apa an ini. Dokter nya yg di pilih gak profesional. Gadungan kali. G ush d download,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,. Rizki Indrasi Indra Pratama featuring,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Apaan sih nyebelin emng sih ada cht reguler gratis 15menit tapi kesel sama dokternya belum selesai konsultasi baru 4 menit di akhiri gimana sih tolong dong ngerti in,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Ingin mengubah hidup,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Tolong gk usah download aplikasinya..ketipu pakai aplikasi ini..masa sudah byar ke dokternya tp konsultasi tidak ada balasan..di batasi 30 mnt lagi skali byar ...PENIPU,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Disitu terpampang jelas tersedia 24 jam dimana saja kapan saja, tapi kenapa setiap saya mau chat dokter nya malah muncul pesan ""sedang tidak ada jadwal chat saat ini"" apakah kita harus bayar, kalo memang harus bayar? Kalau memang harus bayar kenapa di aplikasi nya tertulis konsultasi gratis? Gmana sih ini, atau memang cuman modus doang?",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Ini aplikasi ngising..boro2 ngasih santunan 2jt. Yg ada ATM kita hbs..kita bilang jg bahwa anak kita demam berdarah..mana kan GK turun yg 2jtnya.malah saldo gw di ambilin..anjing doang..boro2 ngasih santunan saldo sgtu punya gw jg..d ambil.dasar tukang tipu aldokar,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Saya sudah masuk di klik dokter ingin konsultasi premium ke dokter.waktu yang kemarin kemarin bulan kemarin bisa,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Ini serius gratis konsultasi?,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Ampuuuuuun aplikasi ga jelas, konsultasi premium bayar ga ada respon sampai durasi habis. Padahal nungguin balasan nya lama, di tunggu2 ga ada jawaban sedikit pun. Parah banget aplikasi ini. MAKAN UANG ORANG ITU GA BERKAH BOS, APALAGI ORANG YG SAKIT",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Apknya sekarang banyak minusnya,gabisa kirim gambar ke dokter,padahal itu penting,chat juga dokter sering gaada yg online,kalo bayar banyak dokter yg online -_-",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Baru mau verifikasi no hp aja ga bisa. Ga ada kode masuk udah pake 2 nomor yg berbeda,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Aku beri satu bintang dulu soalnya saat masuk kode notifikasi nya dari tadi gak ada ada . Sangat buruk kualitasnya aplikasinya sangat kecewa,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"DOKTER NY RATA""TIDAK PROFESIONAL",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Apasih ni aplikasi. Ga kayak dulu. Mau masuk aja ga bisa. Minta kode verifikasi, udah dimasukin bener tetap aja katanya salah.",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,Chat regular waktunya sangat singkat hnya 15 mnt sehingga chat nya belum sampai selesai terjawab waktunya sdh habis respon nya jg lama jadi buang waktu ja klikdokter yang saat ini mengecewakan,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Beberapa kali chat dokter TIDAK PERNAH MEMUASKAN JAWABAN NYA. Cuma sepotong2. TIDAK ADA PENJELASAN YG BISA ME-EDUKASI masyarakat awam. Konsultasi berbayar itu wajar, tp masyarakat butuh edukasi utk menginformasi bukan konsultasi ",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Atasan memberi obat apa jadi ngga jelas,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"katanya melayani 24jam, saya caht jm set 1 mlm ga bisa katanya tdk ada jdwal pdhl sy lg butuh lagi ",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,"Sekarang gabisa chat bisa chat reguler karna ga pernah ada jadwal tapi harus bayar baru bisa curhat sama dokternya, walaupun murah ,tapi jangan dikit dikit duit dikit dikit duit kasihan orang lain yg kurang mampu sengaja download apk ini agar bisa konsultasi dengan dokter tanpa harus ke RS dan mengeluarkan biaya yg lebih besar, tolong dev semoga di perbanyak jadwal dokter chat regularnya",NEGATIVE,COMPLEX
Play Store,KlikDokter: Jaga Sehatmu,1,Uninstal aja kirain gratis,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Coba dulu nanti klau bagus 5 bisa jadi,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Gak ada manfaatnya,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Saya sudah bayar ko jadi kesalahan ya. Kembalikan uang saya. Aplikasi apa ni.,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,Setiap ingin chat dokter secara regular atau gratis pasti tidak bisa dan langsung menutup sendiri aplikasinya,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya sangat kecewa.beberapa hari terakhir,saya bertanya kepada dokter yang terkoneksi dgn saya dan komertar balasnya sangat kurang nyaman",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Dokternya keburu nutup percakapan padahal waktu durasi masih lama dan konsultasi belum selesai juga.,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya nanya ga d jawab "" sama dokter nya",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Kenapa skrang klo mau konsultasi gratis gk bisa dg mudah kyk dulu lagi ya, stelah diperbarui app nya? Tolong donk perbaiki dg konsultasi gratis bsa membantu yg tdak mampu.",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,Kenapa ga bisa chat dg dokter secara gratis? Apa mungkin karena gratis ya? Gagal mulu kalau mau chat katanya terjadi kesalahan.,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Sudah bayar , tapi belum dapat jawaban apapun dari si dokter , sampai waktu habis",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kak apa bener aplikasi ini bayar perbulan 29rb dan tabungan direkening kita akan dipotong secara otomatis dsni?,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Hai, klikdokter. Kira-kira kenapa ya, saya tidak dapat berkonsultasi dengan dokter lagi? Padahal sebelumnya saya sering menggunakan klikdokter setiap kali ingin berkonsultasi dengan dokter. Rating akan saya ubah kembali, jika klikdokter bersedia membantu saya menangani masalah ini. Terimakasih",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,lambat respon,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Baru download dan buka aplikasi sudah kecewa karena tidak ada konsultasi gratis dan harus langsung premium berbayar,sedangkan belum tau jelas dokternya",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Tidak bisa tebus resep, error pada saat ingin input alamat, GPS sudah ON alamat sudah input & tentukan titik tetap tidak bisa, mohon perbaiki ðŸ» Terimakasih",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,ntah lah gk bisa di pke loading mulu,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,Saya coba berkali-kali pakai OVO tapi selalu gagal,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"keterlaluan bgt udh 4x install trs uninstall gara"" gabisa masuk terus , udh coba masuk fb udh coba gmail , trs ajah di tnya nmr tlpn , trs di blg ny nmr tlpn sudah terdaftar , pdhl jelas"" bru jg download anehh",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Sangat sulit klik Dokter,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya udh bayar layanan premium chat dokter 2 kali, semua nya ga ada tanggapan pdhl udh berharap dibalas karena butuh jatuh nya ngerugiin user kalau boleh saran timer aplikasi premium jalan ketika dokter ybs balas chat ",NEGATIVE,COMPLEX
Play Store,KlikDokter: Jaga Sehatmu,1,apaan tiap kali mau chat a dokter tiba2 out sendiri mana dah bayar jd belum sempat dialog.. serasa ditipu,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Dokternya tidak membereskan konsultasi,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"curhat sama dokter yang pada tidur,gak ada respond sama sekali.",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,tlong aplikasi ini dihapus ini penipuan. dlu sy prn ditanya2 dimintain no. tlp...rekening bank stelah itu tdk prn komunikasi tp anehnya tau2 uang sy dipotong 95rb secara otomatis kurang ajar tlong data2 saya dihapus smua jgn prn lg ambil uang sy direkening 95rb lgi. skali lg atas nama ibu ratna wati datanya dihapus smua,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Setelah saya update apk kok malah gk bisa buat chat dokter, bagaimana ini?",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"dear dokter Bima Ananta, Sp.OG, ini aplikasi buat spesialis tu bayar lho, tp gaada tanggapan sama sekali waktu konsultasi, ga gratis lho ini. baru ink ketipu sama klik dokter. gausa pake metode berbayar kalau yg gratis aja lebih fast respon!!",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Sudah bayat dokternya , tapi gada respon sama sekali.",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Aku suka banget ,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Lelet,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya orang Indonesia tapi bekerja di malaysia,saya tidak punya nomor tlpon indo jadi gimana saya bisa verifikasi mau masui ke aplikasi?",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Gratis kah ini?,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Jelek,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,hai dok. saya berumur 44 tahun . knapa buah zakar saya tiba2 membesar sebelah kanan. sebelum membesar buah zakar saya sakit. setelah berhenti sakit kok jadi membesar sebelah kanan .,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,2,Buruk,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Aplikasi yang sangat membantu tp bohong,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kamera ga berpungsi,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kode verifikasi nya gk muncuul pdhal pngn join jg..,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Saya merasa tertipu sudah bayar tetapi sebelum ada tanggapan dari dokter, room chat sudah ditutup. Jika sudah tertutup dokter tidak bisa menanggapi keluhan kita. Seharusnya ditampilkan list secara real time dokter yg bisa langsung menanggapi keluhan kita. Bukan dokter yg sudah gabung dengan klik dokter. Sudah bayar ga ada gunanya. Hapus aja aplikasi ini",NEGATIVE,COMPLEX
Play Store,KlikDokter: Jaga Sehatmu,1,Bisa ngasi bintang 0 gak??? Udah dibayar gopay dokternya aktif tapi gak dibalas sama skli !!!! Ini chat gk gratisloh saya bayar knpa pelayanan buruk skli . Drg.stevani monika halim !,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Loading nya itu loh yang bikin jengkel di tunggu 10 menit masih belum selesai padahal jaringan OK full tapi kenapa lama sekali ..,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Tailah.. Udh bayar ga bsa chat ama dokternya.. Nyesel gua.. DEMI ALLAH UDH BAYAR GA BSA CHAT.. KELUAR MLU!!!,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Pas saya pesan obat gk ada stok anying,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Aplikasi lagu,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Apk gak guna!!! Buat ap bikin apk kaya gini kalo dokter nya gak bermutu!!! Yg install apk ini org goblok ,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kenapa saya stiap mau daftar rapid tes gk bisa mohon jelaskan,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Buruk sekali,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"tidak bisa dibuka, saat login timbul verifikasi no hp tapi tidak ada sms verifikasi ataupun edit2 no telp atau ketik2 apapun seperti heng begitu aplikasinya.",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Beberapa dokter umum yang tergolong masih muda dan masih 2-3 tahun pengalaman kurang ramah sekali, terlalu dingin membalas chat sama sekali tidak memberikan solusi",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Happy,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Sya nnya ke docter tentang keluhan sya, bkn yg dijwab apa yg sya almi, mlh di jawabnya "" untuk msalh kesehatan anda, ngsung hubungi unit kesehatan terdekat"". Kn jdi kecewa",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Manteb,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Bad, respon dokter sangat lambat semuanya sampai waktu keburu habis, bahkan ada yg tidak merespon sama sakali. Jawaban dokterpun kebanyakan kurang memuaskan seperti males ngetik pada singkat",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Aplikasi tai..udah bayar tp chat gk di balas2 sampe habis waktu chat na..rugi dah.. nyumbang ke orang kaya.. kualat sama orang banyak lo..setan,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Aplikasinya tutup aja saya sudah kekurin dana buat chat sma dokter tp gak dibles awas ke tipu teman5,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,gak bisa donglod,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Saya chat tidak dijawab dan malah dioper dr lain dan jawabnya tidak spesifik kekhususan penyakit saya. Harusnya ter link langusng ke de yh kita pilih sesuai pembayaran janga sijawab dengan mesin.,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Tiga dalam ulasan,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kalau update kok lama dan gabisa yaaa,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Wira susta,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kecewa parah. Mau konsultasi harus bayar,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Parah dokter Spesialis nya ngga bls chat pdahal udah bayar!,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Semakin kesini semakin jelek chat dokter y lama tapi ketika di exit jawaban y baru muncul..dan TIDAK GRATIS lagi,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Hati2 dgn apk ini sdh byar tp chatnya gak direspon sm sekali.hati2 penipuan,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,payah dokter gak jelas masa baru nanya udh di akhirin...,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"inget yang harus di perbaiki itu chat leguler kenapa harus selalu dokter umum kenapa ga pernah Ada dokter Gigi padahalkan yg sakit Gigi di indoneaia itu banyak,... Nanti kalow saya di respond saya mau kembali lagi dan memberikan bintang lima",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Menu pencarian dokter premium ga sesuai abjad, jd susah mencari dokter yg dituju, atau bisa ditambahkan filter pencaria berdasarkan nama dokternya",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kasih bintang 1 saja.....,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kok gak bisa di updet,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Kenapa saya daftar sms verifikasi tidak terkirim2 ya??,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Mau daftar rapit tes, susah masuk nya, balik lagi balik lagi.",NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Sudah terlanjur bayar, dokter nya online tapi ga baca dan ga balas pertanyaan saya sampai waktunya habis. Aplikasi macam apa ini? Cuma dokter umum yg dipilih scr random yang bisa chat gratis.",NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Jika dokter tidak online oada fitur chat premium sebaiknya tidak usah dimunculkan doket yang offline jadi pelanggan tidak membuang uang sia sia disini. Uang yang seharusnya untuk konsultasi malah terbuang sia sia disini,NEGATIVE,COMPLEX
Play Store,KlikDokter: Jaga Sehatmu,1,Saya sangat kecewa sekali dengan aplikasi ini. Maksud hati ingin ikut rapid test karena pekerjaan saya yg mobile. Hanya gara2 tidak konfirm dibatalkan sepihak. Lalu apa gunanya aplikasi ini menerima pembayaran online kalau konfirmasi masih manual?? Mending dihapus aja itu modul pembayaran online kalau konfirmasi masih manual.. Kecewa pake banget.. ,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Dokter baru2 ini perut saya itu sering mulas dan terasa perih campur mual. Kira2 perut saya sakit apa ya? Dan harus makan obat apa!!.,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Gak bisa masuk ke daftar tes rapid,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Konsultasinya cpt bgt berakhir bru beberapa menit udh berakhir aja,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Susah di buka aplikasinya,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Assalamualaikum...knp mw dftr imelx d tulis brulang2 tp d tolak trus..?mhon ptnjukx,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"Jam setengah dua dini hari konsultasi dengn bayar 25rb kepada spesialis THT,tp dia sama sekali tidak balas smpai waktunya habis tetap tidak balas,mungkin krna dia sudah tidur,,tp mengapa sistemnya membuat dia tersedia dan online,,klo gk bisa harusnya dia offline,sy coba kirim email ke cs sudah 2x,,tp gak ada respon sama sekali. Buat yg lain hati2,,sp tau ini bisa jadi pelajaran,ditengah bencana covid19 ini sangat susah cari duit,,jadi duit 25rb pun sangat berarti..",NEGATIVE,COMPLEX
Play Store,KlikDokter: Jaga Sehatmu,1,Pembaruan yang sekarang kalo konsultasi ko jadi bayar?,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Dlu pas waktu pertma makek aplikasi gk pakek bayar bayar tuh krg pas udh di update ehh mlah bayar â€,NEGATIVE,UNINFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,Saya menyesal pakai apk ini tidak bisa kirim foto ke dokter. Klik tanda (+) untuk kirim gambar sll ada tulisan (koneksi inet terputus) pdhl inet lancar. Sudah bayar tapi tdk bisa konsultasi. Pakai apk yg lain saja. Dokter disini juga LOW RESPON semua. Sdh laporkan masalah 2x tdk ada respon dari pihak apk ini,NEGATIVE,INFORMATIVE
Play Store,KlikDokter: Jaga Sehatmu,1,"percuma, kalau saranya kedokter juga, semua orang juga tau klu sakit kedokter, gak bisa kasih resep buat apa konsultasi",NEGATIVE,INFORMATIVE
